"CASE" "YEAR" "AGE" "EVNO" "SUPR" "HRS" "NOEM" "SEX1" "TU" "PROM" "SC80"
"927" 513 76 31 8 2 6 "4" 1 0 1 "32"
"928" 513 78 33 9 1 6 "3" 1 1 2 "20"
"929" 522 77 16 1 2 6 "4" 3 0 2 "31"
"930" 522 77 16 3 2 6 "2" 1 0 2 "31"
"931" 522 77 16 4 2 6 "3" 3 1 1 "20"
"932" 522 82 21 5 2 6 "3" 2 1 1 "31"
"933" 522 86 25 6 1 6 "4" 2 1 1 "10"
"934" 524 56 16 1 2 7 "4" 2 0 2 "20"
"935" 524 63 23 2 2 7 "4" 1 0 2 "31"
"936" 524 65 25 3 1 6 "5" 1 0 1 "10"
"937" 524 67 27 4 1 6 "4" 1 0 2 "10"
"938" 524 69 29 5 1 6 "4" 3 0 1 "20"
"939" 524 78 38 6 1 7 "3" 3 0 1 "20"
"940" 525 77 16 2 2 6 "2" 1 0 2 "50"
"941" 525 77 16 3 2 6 "3" 1 0 2 "50"
"942" 525 78 17 4 2 6 "4" 1 1 2 "50"
"943" 526 45 15 1 2 9 "2" 1 0 2 "32"
"944" 526 52 22 2 2 7 "4" 2 1 1 "40"
"945" 526 54 24 3 2 7 "4" 2 1 1 "32"
"946" 526 56 26 4 2 7 "5" 2 1 1 "32"
"947" 526 74 44 5 1 7 "5" 2 1 1 "32"
"948" 526 76 46 6 1 6 "3" 2 1 2 "32"
"949" 535 82 16 1 2 7 "2" 1 1 2 "50"
"950" 536 78 20 2 2 6 "2" 1 1 2 "32"
"951" 536 79 21 3 2 6 "1" 1 0 1 "20"
"952" 536 84 26 6 2 5 "4" 1 0 1 "32"
"953" 536 86 28 7 2 5 "4" 1 0 2 "32"
"954" 539 72 14 1 2 6 "2" 1 0 2 "32"
"955" 543 61 19 2 2 8 "4" 2 1 1 "40"
"956" 552 53 14 1 2 7 "2" 1 0 2 "32"
"957" 552 54 15 2 2 9 "2" 1 0 2 "32"
"958" 552 59 20 3 2 6 "4" 3 1 1 "32"
"959" 552 63 24 4 2 6 "4" 3 1 1 "20"
"960" 552 74 35 5 1 9 "4" 1 1 1 "20"
"961" 552 75 36 6 2 4 "4" 1 1 1 "32"
"962" 552 75 36 7 2 6 "4" 1 1 1 "40"
"963" 552 75 36 8 2 6 "4" 1 1 1 "40"
"964" 552 76 37 9 1 6 "4" 1 1 2 "32"
"965" 552 84 45 10 2 6 "3" 3 0 2 "40"
"966" 552 84 45 11 2 6 "4" 3 0 2 "40"
"967" 552 85 46 13 2 6 "4" 1 1 2 "50"
"968" 555 45 14 1 2 7 "4" 2 1 1 "32"
"969" 555 51 20 3 2 7 "4" 2 1 1 "32"
"970" 555 58 27 4 2 7 "4" 2 1 1 "40"
"971" 555 60 29 5 2 7 "4" 2 1 1 "32"
"972" 555 63 32 6 2 7 "4" 2 1 1 "32"
"973" 555 65 34 7 2 7 "4" 2 1 1 "40"
"974" 555 67 36 8 2 7 "4" 2 1 1 "32"
"975" 555 69 38 9 2 6 "4" 2 1 1 "50"
"976" 555 71 40 10 2 7 "4" 2 1 1 "32"
"977" 555 73 42 11 2 6 "4" 2 1 1 "50"
"978" 560 51 16 1 2 7 "5" 1 0 1 "10"
"979" 560 55 20 3 1 7 "5" 1 0 1 "32"
"980" 560 56 21 4 1 7 "5" 1 0 1 "32"
"981" 560 57 22 5 1 7 "5" 1 0 1 "32"
"982" 560 60 25 6 1 6 "5" 1 0 1 "20"
"983" 560 61 26 7 1 6 "4" 1 0 1 "20"
"984" 560 66 31 8 1 6 "4" 1 0 1 "20"
"985" 560 68 33 9 1 6 "2" 2 0 1 "20"
"986" 560 69 34 10 1 6 "2" 1 0 1 "20"
"987" 560 71 36 11 1 6 "4" 2 0 1 "20"
"988" 560 73 38 13 1 6 "4" 1 0 2 "10"
"989" 560 83 48 15 2 6 "2" 1 0 2 "20"
"990" 560 84 49 16 1 6 "3" 1 0 2 "20"
"991" 562 62 15 1 2 6 "2" 1 0 2 "32"
"992" 562 67 20 2 2 6 "3" 1 1 2 "32"
"993" 562 69 22 3 2 6 "3" 1 1 2 "32"
"994" 562 71 24 4 2 6 "3" 1 1 2 "32"
"995" 562 73 26 5 2 6 "2" 1 1 2 "32"
"996" 562 75 28 6 2 6 "3" 1 1 2 "32"
"997" 562 78 31 7 2 6 "2" 1 1 2 "32"
"998" 563 81 17 3 2 9 "4" 3 1 2 "40"
"999" 563 86 22 5 2 7 "5" 2 0 1 "50"
"1000" 567 64 15 1 2 4 "3" 2 1 1 "40"
"1001" 567 65 16 2 2 7 "3" 2 1 1 "40"
"1002" 567 66 17 3 2 5 "2" 2 1 2 "32"
"1003" 567 66 17 4 1 6 "3" 2 1 2 "32"
"1004" 567 70 21 5 2 7 "3" 2 1 2 "32"
"1005" 567 71 22 6 1 8 "3" 2 1 1 "32"
"1006" 567 76 27 8 2 8 "3" 1 1 2 "40"
"1007" 567 82 33 9 2 8 "3" 1 1 2 "40"
"1008" 571 70 15 1 2 6 "3" 1 1 2 "10"
"1009" 578 66 15 1 2 6 "5" 1 1 2 "20"
"1010" 578 72 21 3 2 6 "5" 1 1 1 "32"
"1011" 578 72 21 4 2 6 "4" 2 0 2 "32"
"1012" 578 73 22 5 2 6 "4" 2 0 2 "32"
"1013" 578 77 26 9 2 6 "4" 1 1 1 "32"
"1014" 578 86 35 11 2 9 "3" 1 1 1 "32"
"1015" 592 59 15 1 2 6 "2" 1 1 2 "32"
"1016" 592 68 24 2 2 6 "2" 1 0 2 "32"
"1017" 592 69 25 3 2 9 "2" 1 0 2 "32"
"1018" 592 80 36 4 2 6 "3" 1 1 2 "32"
"1019" 592 80 36 5 2 6 "2" 1 0 2 "32"
"1020" 596 78 16 1 2 6 "2" 1 1 2 "32"
"1021" 596 79 17 2 2 6 "2" 1 0 2 "40"
"1022" 603 81 22 1 1 4 "3" 2 1 1 "20"
"1023" 603 82 23 2 1 4 "3" 2 1 2 "20"
"1024" 606 44 14 1 2 7 "5" 1 1 2 "40"
"1025" 606 50 20 3 2 7 "5" 1 1 2 "32"
"1026" 606 52 22 4 2 7 "4" 1 1 2 "32"
"1027" 606 56 26 5 2 6 "2" 1 1 2 "40"
"1028" 606 59 29 6 2 6 "2" 1 1 1 "40"
"1029" 606 68 38 7 2 6 "2" 1 1 2 "32"
"1030" 606 74 44 8 2 6 "2" 1 1 2 "32"
"1031" 606 85 55 10 2 6 "1" 4 0 2 "40"
"1032" 616 65 14 1 2 7 "3" 1 1 1 "32"
"1033" 616 73 22 2 2 6 "3" 1 0 1 "31"
"1034" 616 76 25 3 2 6 "3" 1 0 1 "31"
"1035" 616 79 28 4 2 6 "3" 2 0 1 "31"
"1036" 616 82 31 5 2 6 "3" 2 0 2 "20"
"1037" 616 85 34 6 2 6 "3" 1 0 1 "31"
"1038" 618 77 23 1 2 4 "3" 2 1 1 "20"
"1039" 618 82 28 2 1 4 "3" 2 1 2 "20"
"1040" 625 79 15 1 2 6 "2" 1 0 1 "32"
"1041" 625 79 15 2 2 6 "2" 1 0 2 "32"
"1042" 625 80 16 3 2 6 "2" 1 0 2 "32"
"1043" 625 80 16 5 2 6 "3" 2 0 1 "40"
"1044" 625 80 16 6 2 9 "3" 2 1 1 "40"
"1045" 629 85 19 1 1 7 "3" 1 0 1 "20"
"1046" 633 84 26 2 1 4 "3" 1 0 1 "20"
"1047" 633 86 28 3 1 4 "3" 1 1 1 "20"
"1048" 636 53 15 1 2 9 "4" 1 0 2 "50"
"1049" 636 58 20 4 1 9 "3" 1 0 2 "32"
"1050" 636 61 23 5 2 9 "5" 1 0 2 "32"
"1051" 636 65 27 6 2 9 "2" 1 0 2 "32"
"1052" 636 69 31 7 2 9 "2" 1 0 2 "32"
"1053" 636 72 34 8 2 9 "3" 1 1 2 "32"
"1054" 636 85 47 9 2 6 "2" 2 0 2 "50"
"1055" 637 77 17 1 2 5 "2" 2 0 1 "31"
"1056" 637 82 22 2 2 7 "1" 4 0 2 "40"
"1057" 637 83 23 3 2 9 "4" 2 0 1 "40"
"1058" 637 84 24 4 1 9 "4" 2 0 1 "31"
"1059" 638 75 15 1 2 6 "4" 1 0 2 "40"
"1060" 638 81 21 3 2 6 "3" 2 1 1 "50"
"1061" 638 81 21 4 2 6 "3" 2 1 2 "32"
"1062" 644 80 19 1 2 6 "3" 2 1 1 "20"
"1063" 646 61 17 1 2 6 "5" 2 0 1 "31"
"1064" 646 76 32 2 2 6 "5" 2 0 1 "20"
"1065" 648 41 14 1 2 8 "3" 1 0 2 "32"
"1066" 648 41 14 2 2 8 "3" 1 0 2 "32"
"1067" 648 42 15 3 2 8 "2" 1 0 2 "32"
"1068" 648 43 16 4 2 8 "3" 1 1 1 "32"
"1069" 648 43 16 5 2 8 "5" 1 1 1 "32"
"1070" 648 49 22 7 2 8 "2" 2 0 2 "40"
"1071" 648 51 24 8 2 8 "2" 1 0 2 "40"
"1072" 648 54 27 9 2 8 "2" 1 1 2 "40"
"1073" 648 65 38 10 2 6 "3" 1 1 2 "32"
"1074" 655 55 14 1 2 6 "3" 1 1 2 "32"
"1075" 655 55 14 2 2 8 "3" 2 1 2 "32"
"1076" 655 59 18 3 2 9 "4" 1 1 1 "40"
"1077" 655 74 33 4 2 9 "2" 1 1 1 "31"
"1078" 660 66 15 1 2 6 "4" 1 0 2 "32"
"1079" 660 68 17 3 2 6 "4" 1 0 2 "32"
"1080" 661 79 16 1 2 6 "5" 1 0 2 "31"
"1081" 661 85 22 2 2 6 "5" 1 0 2 "31"
"1082" 664 46 14 1 2 6 "2" 1 0 1 "50"
"1083" 664 47 15 2 2 6 "2" 1 0 2 "31"
"1084" 664 52 20 3 2 6 "2" 1 0 2 "31"
"1085" 664 61 29 5 2 9 "3" 1 0 2 "50"
"1086" 664 63 31 6 2 6 "3" 1 0 2 "50"
"1087" 664 65 33 8 2 9 "3" 1 0 2 "40"
"1088" 664 70 38 10 2 7 "2" 1 0 2 "40"
"1089" 665 55 15 1 2 6 "3" 1 0 1 "40"
"1090" 665 61 21 2 2 7 "3" 1 1 1 "32"
"1091" 665 66 26 3 2 6 "5" 1 1 2 "32"
"1092" 684 55 14 1 2 7 "2" 2 0 1 "31"
"1093" 684 57 16 2 2 7 "2" 1 0 2 "32"
"1094" 684 58 17 3 2 7 "5" 1 0 1 "32"
"1095" 684 58 17 4 2 7 "5" 2 0 2 "40"
"1096" 684 63 22 6 1 6 "4" 1 1 1 "32"
"1097" 684 66 25 7 1 6 "5" 1 1 1 "10"
"1098" 684 78 37 8 1 9 "2" 3 1 1 "20"
"1099" 685 70 18 1 2 6 "5" 1 1 1 "32"
"1100" 685 74 22 2 2 6 "5" 1 1 1 "10"
"1101" 688 83 17 2 2 6 "3" 1 0 2 "32"
"1102" 688 83 17 3 2 6 "2" 1 0 2 "32"
"1103" 688 83 17 4 2 6 "2" 1 0 2 "32"
"1104" 688 84 18 6 2 9 "3" 2 0 1 "32"
"1105" 689 66 15 1 2 6 "2" 1 0 1 "32"
"1106" 689 67 16 2 2 6 "2" 1 0 1 "32"
"1107" 689 68 17 3 2 6 "2" 1 0 2 "32"
"1108" 689 72 21 5 2 6 "4" 1 0 1 "32"
"1109" 689 73 22 6 2 6 "2" 1 0 2 "32"
"1110" 689 76 25 9 2 6 "2" 1 0 1 "32"
"1111" 689 77 26 10 2 6 "3" 1 0 1 "32"
"1112" 691 79 15 1 2 6 "4" 1 0 2 "32"
"1113" 691 82 18 2 2 6 "4" 1 0 2 "32"
"1114" 697 74 23 1 2 6 "3" 1 0 1 "10"
"1115" 697 84 33 4 1 6 "4" 1 0 2 "10"
"1116" 700 63 16 1 2 7 "5" 1 1 1 "32"
"1117" 700 68 21 2 2 7 "5" 1 1 2 "32"
"1118" 700 71 24 3 2 7 "5" 1 0 1 "10"
"1119" 700 72 25 4 1 6 "5" 1 0 1 "32"
"1120" 700 77 30 6 2 7 "4" 1 1 2 "10"
"1121" 700 79 32 7 2 6 "3" 1 1 2 "32"
"1122" 700 80 33 8 2 6 "1" 1 1 2 "20"
"1123" 702 46 14 1 2 9 "4" 1 0 1 "31"
"1124" 702 47 15 2 2 7 "2" 1 1 1 "32"
"1125" 702 54 22 3 1 7 "2" 1 1 1 "32"
"1126" 702 63 31 4 1 6 "3" 2 1 1 "20"
"1127" 702 67 35 5 1 6 "3" 2 1 1 "20"
"1128" 702 68 36 6 1 6 "3" 2 1 2 "20"
"1129" 706 54 15 1 2 8 "5" 3 1 2 "40"
"1130" 706 55 16 2 2 7 "3" 1 0 2 "40"
"1131" 706 58 19 3 2 8 "2" 3 1 2 "50"
"1132" 706 61 22 5 2 8 "2" 3 1 2 "50"
"1133" 706 62 23 6 1 7 "5" 1 1 1 "40"
"1134" 706 80 41 7 1 6 "4" 3 1 2 "20"
"1135" 706 83 44 9 2 6 "3" 1 0 2 "50"
"1136" 710 79 15 1 2 6 "2" 1 1 2 "40"
"1137" 712 78 16 2 2 6 "5" 2 1 2 "50"
"1138" 712 79 17 4 2 6 "5" 1 1 2 "40"
"1139" 712 79 17 5 2 6 "4" 1 1 2 "50"
"1140" 712 80 18 6 2 6 "5" 1 1 2 "40"
"1141" 712 83 21 9 2 6 "5" 3 1 2 "40"
"1142" 713 65 22 1 1 5 "2" 2 1 1 "31"
"1143" 713 71 28 2 2 6 "5" 2 0 2 "40"
"1144" 713 72 29 3 2 6 "5" 2 1 1 "40"
"1145" 713 73 30 4 1 6 "5" 2 1 1 "20"
"1146" 713 75 32 5 2 9 "4" 1 1 1 "40"
"1147" 716 51 14 1 2 6 "3" 1 1 2 "32"
"1148" 716 64 27 3 2 6 "3" 1 1 2 "50"
"1149" 716 66 29 4 2 6 "3" 3 1 2 "32"
"1150" 716 68 31 5 2 6 "3" 1 1 2 "40"
"1151" 716 72 35 6 7 6 "3" 1 1 2 "40"
"1152" 716 75 38 7 7 6 "3" 1 1 2 "32"
"1153" 716 85 48 9 2 4 "4" 1 1 2 "50"
"1154" 718 75 16 1 2 8 "2" 1 0 2 "50"
"1155" 718 76 17 2 2 8 "2" 1 0 2 "32"
"1156" 718 77 18 3 2 8 "2" 1 0 2 "32"
"1157" 718 77 18 4 2 7 "3" 1 1 1 "32"
"1158" 719 58 23 2 1 6 "5" 3 1 1 "32"
"1159" 719 78 43 4 1 5 "4" 2 1 1 "20"
"1160" 722 63 21 1 1 6 "5" 1 0 1 "20"
"1161" 722 65 23 2 2 7 "5" 1 0 1 "20"
"1162" 722 66 24 3 2 7 "5" 2 0 1 "20"
"1163" 722 68 26 4 1 8 "5" 2 0 1 "20"
"1164" 722 74 32 5 1 7 "5" 1 0 1 "20"
"1165" 722 77 35 6 1 9 "4" 2 0 1 "20"
"1166" 722 80 38 7 1 9 "4" 2 0 1 "20"
"1167" 727 59 16 1 2 6 "5" 2 0 1 "31"
"1168" 727 60 17 2 2 9 "2" 1 0 1 "20"
"1169" 727 67 24 3 1 7 "2" 1 0 1 "31"
"1170" 727 72 29 5 2 7 "2" 1 0 1 "32"
"1171" 733 52 15 1 2 9 "2" 1 0 2 "32"
"1172" 733 55 18 2 1 9 "2" 2 1 1 "20"
"1173" 733 59 22 4 1 9 "2" 2 1 1 "20"
"1174" 735 54 15 1 2 7 "5" 2 0 1 "31"
"1175" 735 57 18 2 2 6 "4" 3 0 1 "31"
"1176" 735 62 23 4 1 6 "2" 2 1 1 "31"
"1177" 736 75 15 2 2 6 "5" 1 1 1 "32"
"1178" 736 82 22 3 1 8 "5" 1 1 1 "32"
"1179" 748 62 14 1 8 6 "2" 1 0 1 "32"
"1180" 748 66 18 2 8 6 "2" 1 1 1 "32"
"1181" 748 68 20 4 8 6 "2" 1 1 1 "32"
"1182" 748 69 21 5 8 6 "2" 1 1 2 "32"
"1183" 748 70 22 7 8 6 "4" 2 1 1 "32"
"1184" 748 77 29 8 8 7 "4" 2 1 1 "32"
"1185" 748 80 32 9 8 6 "3" 2 1 1 "20"
"1186" 748 82 34 10 8 6 "4" 2 1 2 "20"
"1187" 751 80 15 1 2 6 "2" 3 0 2 "40"
"1188" 751 83 18 3 2 6 "3" 1 0 1 "32"
"1189" 755 64 15 1 2 8 "2" 1 0 2 "32"
"1190" 755 65 16 3 2 8 "2" 1 0 2 "32"
"1191" 755 68 19 4 1 8 "2" 1 0 2 "32"
"1192" 755 70 21 5 1 9 "2" 1 0 2 "32"
"1193" 755 70 21 6 2 8 "4" 1 1 1 "32"
"1194" 755 71 22 7 2 6 "3" 1 0 2 "32"
"1195" 755 76 27 8 1 9 "3" 1 0 2 "32"
"1196" 757 49 14 1 2 8 "2" 1 0 2 "32"
"1197" 757 53 18 4 2 7 "3" 1 0 1 "40"
"1198" 757 54 19 5 2 7 "3" 1 0 1 "31"
"1199" 757 54 19 6 2 7 "3" 1 0 1 "32"
"1200" 757 55 20 7 2 7 "3" 1 0 1 "31"
"1201" 757 60 25 9 2 8 "5" 1 1 1 "40"
"1202" 757 60 25 10 1 8 "5" 1 1 1 "40"
"1203" 757 61 26 11 2 7 "3" 1 0 1 "31"
"1204" 757 67 32 12 1 7 "3" 1 0 1 "31"
"1205" 757 75 40 13 1 7 "4" 1 0 1 "20"
"1206" 757 81 46 14 1 8 "2" 1 0 1 "20"
"1207" 757 84 49 15 1 8 "5" 1 0 1 "20"
"1208" 757 85 50 16 1 7 "2" 1 0 1 "20"
"1209" 760 50 16 1 2 6 "5" 1 1 1 "31"
"1210" 760 52 18 2 2 6 "5" 1 1 1 "31"
"1211" 760 56 22 3 2 6 "5" 1 1 1 "31"
"1212" 760 60 26 4 2 6 "5" 1 1 1 "31"
"1213" 760 65 31 5 1 6 "5" 1 1 1 "31"
"1214" 760 66 32 6 1 6 "5" 1 1 1 "31"
"1215" 760 69 35 7 1 6 "5" 1 1 1 "20"
"1216" 760 73 39 8 1 6 "5" 1 1 1 "20"
"1217" 760 74 40 9 1 6 "5" 1 1 1 "31"
"1218" 760 74 40 10 1 6 "5" 1 1 1 "20"
"1219" 760 81 47 11 1 6 "5" 1 1 2 "31"
"1220" 763 82 16 1 2 9 "2" 1 0 2 "40"
"1221" 763 84 18 3 2 9 "2" 1 0 2 "40"
"1222" 763 86 20 5 2 9 "2" 1 0 2 "40"
"1223" 764 77 16 1 2 5 "3" 3 0 2 "40"
"1224" 764 78 17 3 2 5 "3" 3 0 2 "40"
"1225" 764 79 18 4 2 6 "4" 1 0 2 "31"
"1226" 764 79 18 5 2 6 "3" 2 0 1 "20"
"1227" 764 81 20 7 2 6 "5" 1 1 2 "20"
"1228" 764 84 23 8 1 7 "4" 2 0 1 "31"
"1229" 765 75 16 1 2 7 "4" 2 1 1 "40"
"1230" 765 78 19 3 2 7 "4" 2 1 1 "40"
"1231" 769 72 22 1 1 9 "5" 3 1 1 "31"
"1232" 769 78 28 2 2 6 "3" 2 1 2 "20"
"1233" 769 83 33 3 1 6 "4" 2 1 2 "10"
"1234" 770 66 15 1 2 6 "4" 2 1 1 "40"
"1235" 770 68 17 2 2 9 "4" 3 1 1 "20"
"1236" 770 68 17 3 2 9 "4" 3 1 1 "20"
"1237" 770 71 20 4 2 9 "4" 2 1 1 "20"
"1238" 770 81 30 8 2 6 "5" 1 1 2 "40"
"1239" 770 81 30 10 2 6 "2" 2 0 1 "20"
"1240" 770 83 32 11 2 6 "3" 2 1 2 "20"
"1241" 770 84 33 12 1 9 "2" 2 1 1 "20"
"1242" 774 76 18 1 2 6 "4" 1 0 1 "31"
"1243" 774 79 21 4 8 6 "4" 2 0 2 "31"
"1244" 774 80 22 5 2 6 "4" 2 0 2 "31"
"1245" 774 80 22 6 2 6 "5" 1 1 1 "31"
"1246" 774 84 26 7 8 6 "3" 2 0 1 "31"
"1247" 774 86 28 8 2 6 "5" 2 0 1 "31"
"1248" 776 63 14 1 2 7 "4" 1 1 1 "32"
"1249" 776 69 20 2 2 7 "4" 1 1 1 "32"
"1250" 776 74 25 3 1 7 "4" 1 1 1 "32"
"1251" 776 76 27 4 2 7 "5" 1 1 1 "32"
"1252" 781 57 15 1 2 8 "2" 1 1 2 "32"
"1253" 781 60 18 2 2 8 "2" 1 0 2 "32"
"1254" 781 63 21 3 2 8 "2" 1 0 2 "32"
"1255" 781 63 21 4 8 8 "2" 1 0 2 "32"
"1256" 781 65 23 5 2 9 "2" 1 0 2 "32"
"1257" 781 66 24 6 8 8 "2" 1 0 2 "32"
"1258" 781 68 26 7 1 8 "2" 1 0 1 "32"
"1259" 781 70 28 8 1 8 "3" 1 0 1 "32"
"1260" 781 73 31 9 1 6 "2" 1 1 2 "31"
"1261" 781 74 32 10 1 6 "3" 2 1 2 "20"
"1262" 781 77 35 11 1 6 "3" 1 1 1 "31"
"1263" 782 74 16 1 2 6 "2" 1 1 1 "32"
"1264" 782 77 19 2 2 6 "2" 1 1 2 "32"
"1265" 782 78 20 3 2 6 "2" 1 1 1 "32"
"1266" 783 84 20 2 2 5 "2" 1 0 1 "31"
"1267" 783 84 20 3 2 6 "2" 2 0 1 "10"
"1268" 784 72 16 1 2 6 "4" 1 1 1 "32"
"1269" 784 76 20 2 2 9 "5" 1 1 1 "20"
"1270" 784 79 23 3 2 9 "5" 1 1 1 "20"
"1271" 784 84 28 4 2 9 "5" 1 0 2 "32"
"1272" 788 74 16 1 2 6 "4" 1 1 1 "32"
"1273" 788 77 19 2 2 6 "4" 1 1 1 "32"
"1274" 788 79 21 3 2 6 "4" 1 1 1 "32"
"1275" 788 85 27 4 1 6 "4" 1 1 1 "32"
"1276" 789 63 19 1 2 5 "2" 3 1 2 "20"
"1277" 789 68 24 3 2 7 "3" 2 1 1 "20"
"1278" 789 71 27 4 1 7 "3" 2 1 1 "20"
"1279" 789 73 29 5 1 7 "3" 2 1 2 "20"
"1280" 789 76 32 6 2 6 "3" 2 1 1 "20"
"1281" 789 78 34 7 1 6 "3" 2 1 2 "20"
"1282" 789 83 39 8 1 6 "2" 2 1 2 "20"
"1283" 790 64 15 1 2 7 "2" 1 1 1 "32"
"1284" 790 71 22 2 2 7 "2" 1 0 1 "32"
"1285" 790 73 24 3 2 7 "2" 1 0 2 "32"
"1286" 790 75 26 4 1 7 "2" 1 0 2 "32"
"1287" 790 77 28 5 1 7 "2" 1 1 1 "32"
"1288" 790 80 31 6 2 7 "2" 1 0 2 "32"
"1289" 790 82 33 7 1 7 "2" 1 0 1 "32"
"1290" 791 61 17 1 1 6 "2" 2 0 1 "31"
"1291" 791 66 22 2 1 6 "2" 2 0 1 "31"
"1292" 791 69 25 3 1 6 "5" 2 0 1 "31"
"1293" 791 74 30 4 1 6 "5" 2 0 1 "31"
"1294" 791 76 32 5 1 6 "5" 2 0 1 "31"
"1295" 791 78 34 6 1 6 "5" 2 0 1 "31"
"1296" 791 79 35 7 1 6 "5" 2 0 1 "31"
"1297" 791 80 36 8 1 6 "5" 2 1 2 "31"
"1298" 792 52 15 1 2 6 "3" 1 1 2 "40"
"1299" 795 55 15 1 2 8 "3" 1 1 2 "50"
"1300" 795 61 21 2 2 8 "4" 1 1 2 "32"
"1301" 795 67 27 3 1 6 "5" 1 1 1 "32"
"1302" 795 80 40 4 8 9 "4" 1 1 2 "32"
"1303" 795 83 43 6 2 6 "4" 1 1 2 "32"
"1304" 812 48 14 1 2 7 "2" 1 0 2 "32"
"1305" 812 48 14 2 2 7 "4" 2 0 2 "31"
"1306" 812 49 15 3 2 7 "2" 1 0 2 "32"
"1307" 812 50 16 4 2 7 "3" 1 0 2 "32"
"1308" 812 56 22 6 2 7 "4" 1 1 2 "40"
"1309" 812 59 25 7 2 7 "3" 1 1 1 "40"
"1310" 812 61 27 8 2 8 "2" 2 0 2 "31"
"1311" 812 61 27 9 2 7 "4" 1 1 2 "32"
"1312" 812 71 37 10 2 6 "3" 1 1 2 "32"
"1313" 812 73 39 11 2 6 "3" 1 0 2 "32"
"1314" 812 75 41 12 2 6 "3" 1 1 2 "32"
"1315" 812 78 44 14 1 6 "2" 1 1 2 "20"
"1316" 812 79 45 15 1 7 "2" 2 1 2 "20"
"1317" 812 82 48 16 2 6 "2" 1 0 2 "32"
"1318" 812 84 50 18 2 6 "3" 1 0 2 "32"
"1319" 812 85 51 20 2 6 "2" 1 1 1 "40"
"1320" 814 78 16 1 2 6 "3" 3 0 2 "32"
"1321" 814 79 17 2 2 8 "4" 2 0 1 "32"
"1322" 814 84 22 7 2 9 "3" 2 0 2 "32"
"1323" 815 79 24 1 1 5 "3" 2 1 1 "20"
"1324" 815 82 27 2 1 5 "3" 2 1 1 "20"
"1325" 815 85 30 3 1 5 "3" 2 1 2 "20"
"1326" 816 86 22 1 2 6 "2" 1 0 1 "40"
"1327" 817 56 15 1 2 8 "2" 1 0 1 "32"
"1328" 817 56 15 2 2 6 "3" 1 0 1 "32"
"1329" 817 60 19 3 2 8 "4" 1 1 1 "32"
"1330" 817 61 20 4 2 9 "4" 1 0 1 "32"
"1331" 817 62 21 5 2 9 "4" 1 0 1 "32"
"1332" 817 63 22 6 2 9 "5" 1 1 1 "32"
"1333" 817 64 23 7 2 9 "4" 1 1 1 "32"
"1334" 817 70 29 9 2 9 "4" 1 1 1 "32"
"1335" 817 70 29 10 2 9 "3" 1 0 1 "32"
"1336" 817 71 30 11 2 9 "3" 1 0 1 "32"
"1337" 817 71 30 12 1 9 "3" 1 0 1 "32"
"1338" 817 72 31 13 1 9 "5" 1 1 1 "32"
"1339" 819 68 16 1 2 7 "2" 1 1 1 "32"
"1340" 819 73 21 2 2 8 "4" 1 1 1 "32"
"1341" 819 75 23 3 2 6 "2" 1 1 1 "32"
"1342" 819 78 26 4 2 7 "2" 1 0 1 "20"
"1343" 819 82 30 5 1 7 "2" 1 0 1 "20"
"1344" 822 84 21 3 2 6 "2" 1 0 2 "32"
"1345" 822 85 22 5 2 4 "3" 2 1 2 "32"
"1346" 826 52 14 2 2 8 "4" 2 0 1 "40"
"1347" 826 53 15 4 2 8 "3" 1 0 1 "32"
"1348" 826 58 20 6 2 8 "4" 1 0 1 "32"
"1349" 826 58 20 7 1 8 "4" 1 0 1 "32"
"1350" 826 61 23 8 1 8 "5" 1 0 1 "32"
"1351" 826 63 25 9 1 9 "5" 1 0 1 "20"
"1352" 826 67 29 10 1 9 "4" 1 0 1 "20"
"1353" 826 70 32 11 1 9 "5" 1 0 1 "20"
"1354" 826 71 33 12 1 9 "3" 1 0 2 "20"
"1355" 826 75 37 13 1 9 "3" 2 0 1 "20"
"1356" 826 77 39 14 1 8 "4" 2 0 1 "20"
"1357" 826 81 43 16 1 8 "4" 2 0 1 "20"
"1358" 827 62 15 1 2 7 "4" 1 1 2 "40"
"1359" 827 67 20 2 1 7 "4" 1 1 2 "40"
"1360" 827 69 22 3 2 9 "4" 1 1 1 "31"
"1361" 827 74 27 4 1 9 "4" 1 1 1 "31"
"1362" 827 74 27 5 1 8 "4" 1 1 1 "31"
"1363" 827 80 33 6 1 7 "4" 1 1 1 "20"
"1364" 828 55 16 1 2 6 "4" 2 1 1 "31"
"1365" 828 56 17 2 2 6 "4" 2 1 1 "31"
"1366" 828 76 37 3 1 6 "3" 1 1 1 "20"
"1367" 828 84 45 4 1 6 "4" 2 1 1 "31"
"1368" 830 73 18 1 2 6 "5" 1 1 1 "31"
"1369" 830 78 23 2 2 6 "3" 2 1 2 "31"
"1370" 830 81 26 3 2 6 "4" 1 1 1 "31"
"1371" 834 52 14 1 2 7 "5" 1 1 1 "32"
"1372" 834 58 20 3 8 6 "5" 1 1 1 "32"
"1373" 839 53 15 1 2 8 "4" 3 1 2 "20"
"1374" 839 59 21 3 1 8 "4" 3 1 2 "32"
"1375" 839 60 22 4 2 9 "4" 3 1 2 "40"
"1376" 839 60 22 5 1 9 "5" 1 0 1 "31"
"1377" 839 61 23 6 2 6 "4" 1 1 2 "40"
"1378" 839 63 25 7 2 8 "4" 1 0 2 "40"
